_id,gene_name,symbol
7688,protein BREVIS RADIX-like,LOC101246330
7689,serine/threonine-protein phosphatase 6 regulatory subunit 3-like,LOC101246331
7690,uncharacterized LOC101246332,LOC101246332
7691,uncharacterized LOC101246333,LOC101246333
7692,ATPase WRNIP1-like,LOC101246334
7693,uncharacterized LOC101246335,LOC101246335
7694,putative phospholipid-transporting ATPase 9-like,LOC101246336
7695,uncharacterized LOC101246337,LOC101246337
7696,translational activator GCN1-like,LOC101246338
7697,probable linoleate 9S-lipoxygenase 5-like,LOC101246339
7698,agamous-like MADS-box protein AGL62-like,LOC101246340
7699,inositol-tetrakisphosphate 1-kinase 2-like,LOC101246342
7700,"calvin cycle protein CP12-3, chloroplastic-like",LOC101246343
7701,ethylene-responsive transcription factor CRF1-like,LOC101246344
7702,probable galacturonosyltransferase-like 9-like,LOC101246345
7703,"cytochrome c oxidase assembly protein COX11, mitochondrial-like",LOC101246346
7704,pentatricopeptide repeat-containing protein At3g29230-like,LOC101246348
7705,KH domain-containing protein At4g18375-like,LOC101246349
7706,NAC domain-containing protein 7-like,LOC101246350
7707,uncharacterized LOC101246351,LOC101246351
7708,putative ATP-dependent RNA helicase DDX11-like protein 8-like,LOC101246354
7709,"outer envelope pore protein 16-4, chloroplastic-like",LOC101246355
7710,serine/threonine-protein kinase At3g07070-like,LOC101246356
7711,"glucan endo-1,3-beta-glucosidase 11-like",LOC101246357
7712,uncharacterized LOC101246358,LOC101246358
7713,protein kinase PINOID 2-like,LOC101246359
7714,uncharacterized LOC101246360,LOC101246360
7715,probable methyltransferase PMT20-like,LOC101246361
7716,"probable monogalactosyldiacylglycerol synthase, chloroplastic-like",LOC101246362
7717,uncharacterized LOC101246363,LOC101246363
7718,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, chloroplastic-like",LOC101246365
7719,uncharacterized LOC101246366,LOC101246366
7720,uncharacterized LOC101246368,LOC101246368
7721,uncharacterized LOC101246370,LOC101246370
7722,"heterodimeric geranylgeranyl pyrophosphate synthase small subunit, chloroplastic-like",LOC101246371
7723,poly [ADP-ribose] polymerase 3-like,LOC101246372
7724,auxin response factor 18-like,LOC101246373
7725,putative ER lumen protein retaining receptor C28H8.4-like,LOC101246374
7726,ABC transporter C family member 4-like,LOC101246375
7727,uncharacterized LOC101246376,LOC101246376
7728,N-carbamoyl-L-amino acid hydrolase-like,LOC101246378
7729,protein RIC1 homolog,LOC101246379
7730,pathogenesis-related protein STH-2-like,LOC101246381
7731,dnaJ homolog subfamily C member 2-like,LOC101246382
7732,mitochondrial arginine transporter BAC1-like,LOC101246383
7733,root phototropism protein 3-like,LOC101246384
7734,uncharacterized LOC101246385,LOC101246385
7735,uncharacterized LOC101246386,LOC101246386
7736,ankyrin repeat-containing protein At3g12360-like,LOC101246387
7737,tRNA (guanine(10)-N2)-methyltransferase homolog,LOC101246388
7738,uncharacterized LOC101246389,LOC101246389
7739,cytochrome P450 86B1-like,LOC101246390
7740,"peptidyl-tRNA hydrolase, mitochondrial-like",LOC101246392
7741,UDP-glycosyltransferase 76E1-like,LOC101246393
7742,lysosomal Pro-X carboxypeptidase-like,LOC101246394
7743,uncharacterized LOC101246395,LOC101246395
7744,alpha-dioxygenase 1-like,LOC101246396
7745,cation transport regulator-like protein 2-like,LOC101246397
7746,tetrahydrocannabinolic acid synthase-like,LOC101246398
7747,uncharacterized LOC101246399,LOC101246399
7748,uncharacterized LOC101246400,LOC101246400
7749,putative pentatricopeptide repeat-containing protein At3g28640-like,LOC101246401
7750,uncharacterized LOC101246402,LOC101246402
7751,"clp protease-related protein At4g12060, chloroplastic-like",LOC101246403
7752,serine/threonine-protein kinase 38-like,LOC101246404
7753,uncharacterized LOC101246405,LOC101246405
7754,DNA-(apurinic or apyrimidinic site) lyase 2-like,LOC101246406
7755,serine/threonine-protein kinase HT1-like,LOC101246407
7756,alpha-glucosidase YihQ-like,LOC101246408
7757,UDP-glycosyltransferase 74E2-like,LOC101246409
7758,UPF0047 protein YjbQ-like,LOC101246410
7759,tubulin beta-1 chain-like,LOC101246411
7760,uncharacterized LOC101246412,LOC101246412
7761,putative cellulose synthase-like protein D6-like,LOC101246413
7762,uncharacterized LOC101246414,LOC101246414
7763,folylpolyglutamate synthase-like,LOC101246415
7764,uncharacterized LOC101246416,LOC101246416
7765,"phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial-like",LOC101246417
7766,RING-H2 finger protein ATL10-like,LOC101246418
7767,uncharacterized LOC101246419,LOC101246419
7768,"protein DCL, chloroplastic-like",LOC101246421
7769,"RNA pseudourine synthase 2, chloroplastic-like",LOC101246422
7770,chromosome-associated kinesin KIF4A-like,LOC101246423
7771,F-box/kelch-repeat protein At1g23390-like,LOC101246424
7772,nuclear transcription factor Y subunit B-6-like,LOC101246427
7773,"chaperonin containing TCP1, subunit 3 (gamma)",CCT3
7774,dihydrolipoyl dehydrogenase-like,LOC101246429
7775,uncharacterized LOC101246430,LOC101246430
7776,uncharacterized LOC101246431,LOC101246431
7777,septum-promoting GTP-binding protein 1-like,LOC101246432
7778,uncharacterized LOC101246433,LOC101246433
7779,uncharacterized LOC101246434,LOC101246434
7780,uncharacterized LOC101246435,LOC101246435
7781,uncharacterized LOC101246436,LOC101246436
7782,glucomannan 4-beta-mannosyltransferase 2-like,LOC101246437
7783,protein argonaute 4-like,LOC101246438
7784,long chain base biosynthesis protein 2a-like,LOC101246439
7785,respiratory burst oxidase homolog protein D-like,LOC101246440
7786,EG45-like domain containing protein 2-like,LOC101246441
7787,heat stress transcription factor A-1-like,LOC101246442
7788,uncharacterized LOC101246443,LOC101246443
7789,putative late blight resistance protein homolog R1B-16-like,LOC101246444
7790,MADS-box transcription factor 50-like,LOC101246445
7791,uncharacterized LOC101246446,LOC101246446
7792,ATP-dependent helicase rhp16-like,LOC101246447
7793,ABC transporter G family member 26-like,LOC101246448
7794,uncharacterized LOC101246449,LOC101246449
7795,nucleolar GTP-binding protein 2-like,LOC101246451
7796,uncharacterized LOC101246452,LOC101246452
7797,probable peroxidase 61-like,LOC101246453
7798,uncharacterized LOC101246454,LOC101246454
7799,omega-amidase NIT2-like,LOC101246455
7800,non-specific lipid-transfer protein 3-like,LOC101246456
7801,pentatricopeptide repeat-containing protein At5g10690-like,LOC101246457
7802,probable leucine-rich repeat receptor-like protein kinase At5g63930-like,LOC101246458
7803,BAG family molecular chaperone regulator 3-like,LOC101246459
7804,"3-isopropylmalate dehydrogenase, chloroplastic-like",LOC101246460
7805,uncharacterized LOC101246461,LOC101246461
7806,uncharacterized LOC101246462,LOC101246462
7807,auxilin-related protein 1-like,LOC101246463
7808,uncharacterized LOC101246465,LOC101246465
7809,RING finger and CHY zinc finger domain-containing protein 1-like,LOC101246466
7810,leucine-rich repeat receptor-like protein kinase PXL2-like,LOC101246467
7811,major facilitator superfamily domain-containing protein 12-like,LOC101246468
7812,uncharacterized LOC101246469,LOC101246469
7813,uncharacterized LOC101246470,LOC101246470
7814,uncharacterized LOC101246472,LOC101246472
7815,disease resistance protein RPP13-like,LOC101246473
7816,ethylene-responsive transcription factor ERF062-like,LOC101246474
7817,cx9C motif-containing protein 4-like,LOC101246477
7818,cyclic nucleotide-gated ion channel 4-like,LOC101246478
7819,uncharacterized LOC101246479,LOC101246479
7820,uncharacterized LOC101246481,LOC101246481
7821,transportin 1,TNPO1
7822,ethylene-responsive transcription factor ERF109-like,LOC101246484
7823,mediator of RNA polymerase II transcription subunit 20a-like,LOC101246485
7824,pentatricopeptide repeat-containing protein At1g09820-like,LOC101246486
7825,histone H2B.11-like,LOC101246487
7826,putative phosphatidylglycerol/phosphatidylinositol transfer protein DDB_G0282179-like,LOC101246488
7827,uncharacterized LOC101246489,LOC101246489
7828,uncharacterized LOC101246491,LOC101246491
7829,very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase PASTICCINO 2-like,LOC101246492
7830,"ALBINO3-like protein 3, mitochondrial-like",LOC101246494
7831,pyruvate decarboxylase isozyme 1-like,LOC101246495
7832,"adenylate isopentenyltransferase 5, chloroplastic-like",LOC101246496
7833,oryzain alpha chain-like,LOC101246497
7834,potassium channel KAT1-like,LOC101246498
7835,uncharacterized LOC101246500,LOC101246500
7836,transcription factor bHLH25-like,LOC101246501
7837,E3 ubiquitin-protein ligase PUB23-like,LOC101246503
7838,"pentatricopeptide repeat-containing protein At2g20710, mitochondrial-like",LOC101246505
7839,germin-like protein 9-3-like,LOC101246507
7840,traB domain-containing protein-like,LOC101246508
7841,peroxidase 72-like,LOC101246509
7842,UDP-N-acetylglucosamine transferase subunit ALG13 homolog,LOC101246510
7843,alcohol dehydrogenase class-3-like,LOC101246511
7844,uncharacterized LOC101246512,LOC101246512
7845,ATP-dependent zinc metalloprotease FtsH 3-like,LOC101246513
7846,BAG family molecular chaperone regulator 7-like,LOC101246514
7847,uncharacterized LOC101246515,LOC101246515
7848,putative nuclease HARBI1-like,LOC101246516
7849,KDEL-tailed cysteine endopeptidase CEP1-like,LOC101246517
7850,uncharacterized LOC101246518,LOC101246518
7851,metal transporter Nramp6-like,LOC101246519
7852,zinc finger CCCH domain-containing protein 6-like,LOC101246520
7853,"4-hydroxybenzoate polyprenyltransferase, mitochondrial-like",LOC101246522
7854,uncharacterized LOC101246523,LOC101246523
7855,uncharacterized LOC101246524,LOC101246524
7856,uncharacterized LOC101246525,LOC101246525
7857,GLABRA2 expression modulator-like,LOC101246526
7858,cytochrome P450 71D7-like,LOC101246527
7859,uncharacterized LOC101246528,LOC101246528
7860,transcription factor RADIALIS-like,LOC101246530
7861,uncharacterized LOC101246531,LOC101246531
7862,dihydroxy-acid dehydratase-like,LOC101246533
7863,40S ribosomal protein S23-like,LOC101246534
7864,probable protein phosphatase 2C 26-like,LOC101246535
7865,"pentatricopeptide repeat-containing protein At1g56690, mitochondrial-like",LOC101246536
7866,purine permease 3-like,LOC101246537
7867,uncharacterized LOC101246538,LOC101246538
7868,uncharacterized LOC101246539,LOC101246539
7869,NADP-dependent alkenal double bond reductase P1-like,LOC101246540
7870,uncharacterized LOC101246541,LOC101246541
7871,probable LRR receptor-like serine/threonine-protein kinase At3g47570-like,LOC101246542
7872,probable serine/threonine-protein kinase WNK4-like,LOC101246543
7873,uncharacterized LOC101246544,LOC101246544
7874,uncharacterized LOC101246545,LOC101246545
7875,uncharacterized LOC101246546,LOC101246546
7876,uncharacterized LOC101246548,LOC101246548
7877,uncharacterized LOC101246549,LOC101246549
7878,uncharacterized LOC101246550,LOC101246550
7879,uncharacterized LOC101246551,LOC101246551
7880,TMV resistance protein N-like,LOC101246552
7881,putative serine/threonine-protein kinase/receptor R826-like,LOC101246553
7882,uncharacterized LOC101246555,LOC101246555
7883,"glucan endo-1,3-beta-glucosidase 6-like",LOC101246556
7884,uncharacterized LOC101246557,LOC101246557
7885,flavonoid 3'-monooxygenase-like,LOC101246558
7886,putative clathrin assembly protein At1g03050-like,LOC101246559
7887,transcription factor MYB21-like,LOC101246560
7888,uncharacterized LOC101246561,LOC101246561
7889,basic 7S globulin-like,LOC101246563
7890,uncharacterized LOC101246564,LOC101246564
7891,probable LRR receptor-like serine/threonine-protein kinase At4g08850-like,LOC101246565
7892,cysteine synthase-like,LOC101246567
7893,uncharacterized LOC101246568,LOC101246568
7894,pyrophosphate-energized vacuolar membrane proton pump-like,LOC101246569
7895,probable purine permease 4-like,LOC101246570
7896,"glucan endo-1,3-beta-D-glucosidase-like",LOC101246571
7897,SKP1-like protein 1B-like,LOC101246572
7898,cyanidin-3-O-glucoside 2-O-glucuronosyltransferase-like,LOC101246573
7899,probable E3 ubiquitin-protein ligase RNF217-like,LOC101246574
7900,endoglucanase 5-like,LOC101246575
7901,ethylene-overproduction protein 1-like,LOC101246576
7902,probable inactive leucine-rich repeat receptor-like protein kinase At3g03770-like,LOC101246580
7903,protein pelota homolog,LOC101246581
7904,probable galacturonosyltransferase 9-like,LOC101246582
7905,uncharacterized LOC101246583,LOC101246583
7906,pumilio homolog 3-like,LOC101246586
7907,uncharacterized LOC101246587,LOC101246587
7908,uncharacterized LOC101246588,LOC101246588
7909,monothiol glutaredoxin-S17-like,LOC101246589
7910,ethylene-responsive transcription factor 1B-like,LOC101246590
7911,uncharacterized LOC101246591,LOC101246591
7912,vesicle transport protein USE1-like,LOC101246592
7913,uncharacterized LOC101246593,LOC101246593
7914,probable receptor-like protein kinase At1g30570-like,LOC101246595
7915,"adenylate isopentenyltransferase 5, chloroplastic-like",LOC101246596
7916,tubulin alpha chain-like,LOC101246597
7917,aquaporin NIP1-1-like,LOC101246598
7918,bidirectional sugar transporter SWEET2a-like,LOC101246599
7919,protein PLANT CADMIUM RESISTANCE 12-like,LOC101246601
7920,UPF0496 protein At3g49070-like,LOC101246602
7921,LOB domain-containing protein 6-like,LOC101246603
7922,NAC domain-containing protein 68-like,LOC101246604
7923,uncharacterized LOC101246605,LOC101246605
7924,DNA-binding protein SMUBP-2-like,LOC101246606
7925,protein RADIALIS-like 6-like,LOC101246607
7926,uncharacterized LOC101246608,LOC101246608
7927,uncharacterized LOC101246609,LOC101246609
7928,uncharacterized LOC101246610,LOC101246610
7929,dof zinc finger protein DOF1.7-like,LOC101246611
7930,UDP-glycosyltransferase 73B4-like,LOC101246612
7931,uncharacterized LOC101246613,LOC101246613
7932,uncharacterized LOC101246614,LOC101246614
7933,22.0 kDa heat shock protein-like,LOC101246615
7934,"d-3-phosphoglycerate dehydrogenase, chloroplastic-like",LOC101246616
7935,uncharacterized LOC101246617,LOC101246617
7936,"pentatricopeptide repeat-containing protein At5g61990, mitochondrial-like",LOC101246618
7937,putative late blight resistance protein homolog R1A-10-like,LOC101246620
7938,transcription factor bHLH135-like,LOC101246621
7939,probable ubiquitin-conjugating enzyme E2 23-like,LOC101246622
7940,disease resistance protein RPP13-like,LOC101246623
7941,uncharacterized LOC101246624,LOC101246624
7942,transcriptional activator Myb-like,LOC101246625
7943,endoglucanase 21-like,LOC101246626
7944,"50S ribosomal protein 6, chloroplastic-like",LOC101246627
7945,"chlorophyll a-b binding protein of LHCII type I, chloroplastic-like",LOC101246628
7946,purple acid phosphatase 2-like,LOC101246629
7947,uncharacterized LOC101246630,LOC101246630
7948,uncharacterized LOC101246632,LOC101246632
7949,putative late blight resistance protein homolog R1B-17-like,LOC101246633
7950,probable caffeoyl-CoA O-methyltransferase At4g26220-like,LOC101246634
7951,uncharacterized LOC101246635,LOC101246635
7952,WD repeat domain phosphoinositide-interacting protein 3-like,LOC101246636
7953,scarecrow-like protein 14-like,LOC101246637
7954,uncharacterized LOC101246638,LOC101246638
7955,thionin-like protein 2-like,LOC101246639
7956,aquaporin TIP2-1-like,LOC101246640
7957,tropinone reductase homolog,LOC101246642
7958,endoplasmic oxidoreductin-1-like,LOC101246644
7959,serine/threonine-protein kinase EDR1-like,LOC101246645
